name,category,text,image_path
شهرام حقیقت‌دوست,art_music,شهرام حقیقت‌دوست، متولد 27 حوت 1351 در رشت، بازیگر ایرانی است که از دهه 1370 فعالیت خود را آغاز کرده است. او در فیلم‌های سینمایی مانند «جنایت» در سال 1382، «چند می‌گیری گریه کنی» در سال 1384، «کلاشینکف» در سال 1392، و «زیر سقف دودی» در سال 1395 نقش‌آفرینی کرده است. حقیقت‌دوست همچنین در مجموعه‌های تلویزیونی مانند «خط قرمز» در سال 1380، «شوق پرواز» در سال 1390، «مختارنامه» در سال 1383، و «مهر خوبان» در سال 1374 حضور داشته و در مجموعه‌های نمایش خانگی مانند «مرداب» در سال 1402، «خون‌سرد» در سال 1401، و «شاهگوش» در سال 1392 بازی کرده است. او در تئاتر نیز فعال بوده و در نمایش‌هایی مانند «کلنل» در سال 1396، «ویتسک» در سال 1391، و «خاموشی دریا» در سال 1390 نقش‌آفرینی کرده است. حقیقت‌دوست برای تئاتر «خاموشی دریا» در سال 1390 جایزه بهترین بازیگر را از جشنواره تئاتر مقاومت و در سال 1391 از جشن بازیگر دریافت کرد.,/content/drive/MyDrive/project/images/art_music_images/شهرام_حقیقت‌دوست_10_0.jpg
مه‌لقا باقری,art_music,مه‌لقا باقری، متولد 25 جوزا 1360 در تهران، بازیگر و کارگردان تئاتر ایرانی است که از دهه 1380 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «شنای پروانه» و «شهربانو» در سال 1398، «شیشلیک» در سال 1399، «پرونده باز است» در سال 1401، و «هتل» در سال 1402 نقش‌آفرینی کرده و در فیلم کوتاه «پیاده» در سال 1397 حضور داشت. باقری در مجموعه‌های تلویزیونی مانند «باغ مظفر» در سال 1385، «راه در رو» در سال 1390، «دردسرهای عظیم 2» در سال 1394، و «حکم رشد» در سال 1401 بازی کرده و در مجموعه‌های نمایش خانگی مانند «قهوه تلخ» در سال 1389، «زخم کاری» و «یاغی» در سال‌های 1400 و 1401 حضور داشته است. او در تئاتر نیز فعال بوده و نمایش‌هایی مانند «سیاه خال»، «گناه مشترک»، و «شتر مرغ» در سال‌های 1400 و 1402 را کارگردانی یا بازی کرده است. باقری برای نمایش «ساحره سوزان» در سال 1381 جایزه سوم کارگردانی و برای «مارون» در سال 1382 جایزه دوم بازیگری از جشنواره تئاتر دانشجویی فجر دریافت کرد.,/content/drive/MyDrive/project/images/art_music_images/مه‌لقا_باقری_11_0.jpg
سیامک انصاری,art_music,سیامک انصاری، متولد 12 اسد 1347 در تهران، بازیگر، کارگردان و مجری ایرانی است که از سال 1368 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «روشن» در سال 1399، «خون شد» و «لامینور» در سال 1398، «خوک» و «بمب؛ یک عاشقانه» در سال 1396، «50 کیلو آلبالو» در سال 1394، و «مربای شیرین» در سال 1380 نقش‌آفرینی کرده است. انصاری در مجموعه‌های تلویزیونی مانند «پاورچین» در سال 1381، «نقطه‌چین» در سال 1382، «شب‌های برره» و «جایزه بزرگ» در سال 1384، «مرد هزارچهره» در سال 1387، و «صفر بیست و یک» در سال 1399 حضور داشته و در مجموعه‌های نمایش خانگی مانند «قهوه تلخ» در سال 1389، «جوکر» در سال 1400، و «صداتو» در سال 1403 بازی کرده است. او برای بازی در «شب‌های برره» در سال 1385 جایزه بهترین بازیگر مرد کمدی تلویزیونی را از جشن حافظ دریافت کرد.,/content/drive/MyDrive/project/images/art_music_images/سیامک_انصاری_12_0.jpg
سید هادی کاظمی,art_music,سید هادی کاظمی، متولد 13 عقرب 1355 در میانه، بازیگر ایرانی است که از سال 1375 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «تاکسی درمی» در سال 1403، «عینک قرمز»، «شه سوار» و «پول و پارتی» در سال 1402، «بخارست» و «قلهک» در سال 1401، «فسیل» و «جوجه‌تیغی» در سال 1399، «قانون مورفی» و «مصادره» در سال 1396، و «50 کیلو آلبالو» در سال 1394 نقش‌آفرینی کرده است. کاظمی همچنین در مجموعه‌های تلویزیونی مانند «شب‌های برره» در سال 1384، «باغ مظفر» در سال 1385، «مرد دوهزارچهره» در سال 1387، و «علی‌البدل» در سال 1395 حضور داشته و در مجموعه‌های نمایش خانگی مانند «جوکر 2» و «اکازیون» در سال 1403، «قبله عالم» در سال 1400، و «قهوه تلخ» در سال 1389 بازی کرده است. او در تله‌فیلم‌هایی مانند «امضائ سفید» در سال 1389 و به عنوان صداپیشه در آثاری مانند «خندوانه» در سال 1395 و «کارخانه هیولاها» در سال 1381 فعالیت داشته است.,/content/drive/MyDrive/project/images/art_music_images/سید_هادی_کاظمی_13_0.jpg
محمدرضا هدایتی,art_music,محمدرضا هدایتی، متولد 24 حوت 1352 در زابل، بازیگر، خواننده و صداپیشه ایرانی است که از سال 1377 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «صیاد» در سال 1403، «آشوب» در سال 1400، «کلوپ همسران» در سال 1397، «ایران برگر» در سال 1393، و «کلاه‌قرمزی و بچه‌ننه» در سال 1390 نقش‌آفرینی کرده است. هدایتی در مجموعه‌های تلویزیونی مانند «پاورچین» در سال 1381، «نقطه‌چین» در سال 1382، «شب‌های برره» در سال 1384، و سری «کلاه‌قرمزی» از سال 1388 تا 1394 حضور داشته و در مجموعه‌های نمایش خانگی مانند «رینگو» و «اسکار» در سال 1403، «سودا» در سال 1400، و «قهوه تلخ» در سال 1389 بازی کرده است. او آلبوم‌های «برگ و باد» در سال 1387 و «ماه می‌خنده» در سال 1391 و تک‌آهنگ‌هایی مانند «الهه نازم» با پژمان جمشیدی منتشر کرده است. هدایتی در 7 قوس 1401 به دلیل فعالیت در فضای مجازی احضار و به مدت یک سال از فعالیت در این فضا منع شد.,/content/drive/MyDrive/project/images/art_music_images/محمدرضا_هدایتی_14_0.jpg
گیتی ساعتچی,art_music,گیتی ساعتچی، متولد سال 1337 در تهران، بازیگر ایرانی است که از سال 1353 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «فیتیله و ماه‌پیشونی» در سال 1390، «آژانس ازدواج» در سال 1389، «سایه وحشت» در سال 1387، «جان‌سخت» در سال 1376، و «شریک زندگی» در سال 1373 نقش‌آفرینی کرده است. ساعتچی همچنین در مجموعه‌های تلویزیونی مانند «تلخ و شیرین» در سال 1353، «خسرو میرزای دوم» و «طلاق» در سال 1356، «جستجو» در سال 1367، «چنگال» در سال 1371، «داستان یک زندگی» در سال 1374، و «معمای شاه» در سال 1394 حضور داشته است.,/content/drive/MyDrive/project/images/art_music_images/گیتی_ساعتچی_15_0.jpg
فرشته صدرعرفایی,art_music,فرشته صدرعرفایی، متولد 8 قوس 1341 در تهران، هنرپیشه، گوینده و عروسک‌گردان ایرانی است که از سال 1365 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «زن و بچه» در سال 1403، «قهرمان» در سال 1399، «شهربانو» و «شبی که ماه کامل شد» در سال‌های 1397 و 1398، «کافه ترانزیت» در سال 1384، و «زینت» در سال 1372 نقش‌آفرینی کرده است. صدرعرفایی در مجموعه‌های تلویزیونی مانند «لیسانسه‌ها» و «کیمیا» در سال 1394، «شوق پرواز» در سال 1390، و «در پناه تو» در سال 1374 حضور داشته و در تله‌تئاتر «بلندی‌های زیرپا» در سال 1395 بازی کرده است. او به عنوان عروسک‌گردان و گوینده در مجموعه‌های «کلاه‌قرمزی» فعالیت داشته است.,/content/drive/MyDrive/project/images/art_music_images/فرشته_صدرعرفایی_16_0.jpg
هانیه توسلی,art_music,هانیه توسلی، متولد 14 جوزا 1358 در همدان، بازیگر ایرانی است که از دهه 1370 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «شب‌های روشن» در سال 1381، «دهلیز» در سال 1391، و «جهان با من برقص» در سال 1398 نقش‌آفرینی کرده است. توسلی برای «دهلیز» جایزه بهترین بازیگر زن را از جشنواره فیلم فجر دریافت کرد.,/content/drive/MyDrive/project/images/art_music_images/هانیه_توسلی_17_0.jpg
علی‌اصغر گرمسیری,art_music,علی‌اصغر گرمسیری، متولد 1293 در تهران و درگذشته در 1293 در تهران، بازیگر ایرانی بود که از سال 1330 فعالیت خود را آغاز کرد. او در فیلم‌هایی مانند «جهان‌پهلوان تختی» (1376)، «شیدا» (1377)، «مردی از جنس بلور» (1377)، «گوزن‌ها» (1353) و «قیصر» (1348) نقش‌آفرینی کرد. گرمسیری در مجموعه‌های تلویزیونی مانند «هزاردستان» (1366) و «امام علی» (1370) حضور داشت.,/content/drive/MyDrive/project/images/art_music_images/علی‌اصغر_گرمسیری_18_0.jpg
ستاره پسیانی,art_music,ستاره پسیانی، متولد 17 سنبله 1364 در تهران، بازیگر ایرانی است که از دهه 1380 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «ورود آقایان ممنوع» در سال 1389، «کوچه بی‌نام» در سال 1393، «سرخ‌پوست» در سال 1397، و «غلامرضا تختی» در سال 1397 نقش‌آفرینی کرده است. پسیانی در مجموعه‌های نمایش خانگی مانند «نهنگ آبی» در سال 1397 و در تئاترهایی مانند «باغ آلبالو» بازی کرده است. او برای بازی در «ورود آقایان ممنوع» مورد توجه قرار گرفت.,/content/drive/MyDrive/project/images/art_music_images/ستاره_پسیانی_19_0.jpg
مصطفی زمانی,art_music,مصطفی زمانی، متولد 30 خرداد 1361 در فریدون‌کنار، بازیگر از دهه 1380 است. او در فیلم‌هایی چون «آل» (1388)، «ملکه» (1390) و مجموعه‌های تلویزیونی مانند «یوسف پیامبر» (1387) و «شهرزاد» (1394) نقش‌آفرینی کرده است.,/content/drive/MyDrive/project/images/art_music_images/مصطفی_زمانی_20_0.jpg
حسن جوهرچی,art_music,حسن جوهرچی، متولد 6 اسد 1347 در تهران، بازیگر ایرانی بود که از سال 1365 فعالیت خود را آغاز کرد. او در فیلم‌هایی مانند «فیل در تاریکی» در سال 1368، «برخورد» در سال 1370، «زینت» در سال 1372، و «ویرانگر» در سال 1374 نقش‌آفرینی کرد. جوهرچی در مجموعه‌های تلویزیونی مانند «در پناه تو» در سال 1374، «روزگار جوانی» در سال 1377، «مشق عشق» در سال 1381، «او یک فرشته بود» در سال 1384، و «فاصله‌ها» در سال 1389 حضور داشت و در فیلم‌های ویدئویی مانند «کوچه رهایی» و «ملیکا» در سال 1392 بازی کرد. او در 15 دلو 1395 در تهران درگذشت.,/content/drive/MyDrive/project/images/art_music_images/حسن_جوهرچی_21_0.jpg
بانیپال شومون,art_music,بانیپال شومون، متولد 30 میزان 1357 در تهران، بازیگر ایرانی است که از سال 1390 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «بت» در سال 1403، «گل‌های باوارده» در سال 1401، «شبی که ماه کامل شد» و «غلامرضا تختی» در سال 1397، «تنگه ابوقریب» در سال 1396، و «آخرین داستان» در سال 1390 نقش‌آفرینی کرده است. شومون در مجموعه‌های تلویزیونی مانند «نوار زرد 2» در سال 1400 و «پازل» در سال 1393 و مجموعه‌های نمایش خانگی مانند «شهرزاد» در سال 1394 و «خاتون» در سال 1400 حضور داشته است. او در تئاترهایی مانند «نبرد رستم و سهراب» در سال 1403، «هفت خان اسفندیار» در سال 1402، و «فرانکشتاین» در سال 1398 بازی کرده و برای نمایش «خانه وا ده» در سال 1393 لوح تقدیر بهترین بازیگر را از جشن بازیگر دریافت کرد.,/content/drive/MyDrive/project/images/art_music_images/بانیپال_شومون_22_0.jpg
رضا عطاران,art_music,رضا عطاران، متولد 20 ثور 1347 در مشهد، بازیگر، کارگردان و فیلم‌نامه‌نویس ایرانی است که از دهه 1360 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «ویلای ساحلی» و «قیف» در سال 1402، «هزارپا» و «مصادره» در سال 1397، «نهنگ عنبر» در سال 1393، «طبقه هساث» در سال 1392، و «کلید ازدواج» در سال 1376 نقش‌آفرینی کرده است. عطاران در مجموعه‌های تلویزیونی مانند «ساعت خوش» در سال 1373، «خانه‌به‌دوش» در سال 1383، «متهم گریخت» در سال 1384، و «بزنگاه» در سال 1387 حضور داشته و در مجموعه نمایش خانگی «دفتر یادداشت» در سال 1402 بازی کرده است. او برای بازی در «طبقه هساث» و «روشن» در سال‌های 1392 و 1399 سیمرغ بلورین بهترین بازیگر مرد و برای کارگردانی «خوابم می‌آد» در سال 1390 سیمرغ بلورین بهترین کارگردان را دریافت کرد.,/content/drive/MyDrive/project/images/art_music_images/رضا_عطاران_23_0.jpg
عطاالله صفرپور,art_music,عطاالله صفرپور، متولد 24 سرطان 1324 در گرگان، بازیگر، نویسنده، و کارگردان تئاتر، سینما، رادیو و تلویزیون ایرانی بود که از دهه 1330 تا 1390 فعالیت داشت. او در فیلم‌هایی مانند «ابر و آفتاب» در سال 1375 و «دختری به نام تندر» در سال 1379 نقش‌آفرینی کرد و در مجموعه‌های تلویزیونی مانند «رسم عاشقی»، «پایتخت 1» و «پایتخت 4» و مجموعه نمایش خانگی «گلشیفته» حضور داشت. صفرپور جوایز متعددی از جمله دیپلم افتخار جشنواره نمایش‌های سنتی آیینی مذهبی، دیپلم افتخار بهترین بازیگر در دهمین جشنواره تئاتر فجر، و تجلیل به عنوان چهره ماندگار در سیزدهمین جشنواره بین‌المللی نمایش‌های آیینی و سنتی دریافت کرد. او در 10 سنبله 1397 در گرگان درگذشت.,/content/drive/MyDrive/project/images/art_music_images/عطاالله_صفرپور_24_0.jpg
طوطی سلیمی,art_music,طوطی سلیمی، معروف به طوبی سلیمی، متولد 9 عقرب 1333 در تهران، بازیگر ایرانی بود که در دهه 1350 فعالیت می‌کرد. او در فیلم‌هایی مانند «تکیه بر باد» در سال 1357، «رابطه جوانی» و «ولی‌نعمت» در سال 1355، «صمد خوشبخت می‌شود» و «کینه» در سال 1344، و «صمد آرتیست می‌شود» در سال 1353 نقش‌آفرینی کرد. سلیمی همچنین در سریال «روزی عقابی» حضور داشت. در 30 قوس 1390، روزنامه همشهری عکس او را به عنوان فرد مجهول‌الهویه منتشر کرد و او در سامان‌سرای لویزان یافت شد. طوطی سلیمی در 4 حمل 1391 بر اثر بیماری قلبی و تنگی نفس در بیمارستان شهدای تجریش درگذشت و در قطعه 317، ردیف 74، شماره 53 بهشت‌زهرا به خاک سپرده شد.,/content/drive/MyDrive/project/images/art_music_images/طوطی_سلیمی_25_0.jpg
رضا بابک,art_music,رضا بابک، متولد 20 حوت 1323 در تهران، بازیگر، کارگردان و نمایشنامه‌نویس ایرانی است که از دهه 1350 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «مفت‌بر» در سال 1402، «بنفشه آفریقایی» در سال 1396، «دعوت» در سال 1387، «به رنگ ارغوان» در سال 1383، و «چریکه تارا» در سال 1357 نقش‌آفرینی کرده است. بابک در مجموعه‌های تلویزیونی مانند «آرایشگاه زیبا» در سال 1369، «گل پامچال» در سال 1370، «قصه‌های تابه‌تا» در سال 1373، و «روزگار قریب» در سال 1386 حضور داشته و در تله‌تئاترهایی مانند «دیوانگان متفکر» در سال 1390 و «نکراسف» در سال 1382 بازی کرده است.,/content/drive/MyDrive/project/images/art_music_images/رضا_بابک_26_0.jpg
نفیسه روشن,art_music,نفیسه روشن، متولد 23 اردیبهشت 1361 در تهران، بازیگر ایرانی است که از دهه 1380 فعالیت خود را آغاز کرده است. او در سریال‌هایی مانند «اغما» در سال 1386، «ساختمان 85» در سال 1389، و فیلم‌هایی مانند «چک» در سال 1390 نقش‌آفرینی کرده است.,/content/drive/MyDrive/project/images/art_music_images/نفیسه_روشن_27_0.jpg
مهتاب کرامتی,art_music,مهتاب کرامتی، متولد 25 مهر 1349 در تهران، بازیگر و تهیه‌کننده ایرانی است که از دهه 1370 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «مردی از جنس بلور» در سال 1377، «اسب حیوان نجیبی است» در سال 1389، و سریال‌هایی مانند «خاک سرخ» در سال 1380 نقش‌آفرینی کرده است.,/content/drive/MyDrive/project/images/art_music_images/مهتاب_کرامتی_28_0.jpg
پوریا پورسرخ,art_music,پوریا پورسرخ، متولد 4 تیر 1356 در تهران، بازیگر ایرانی است که از دهه 1380 فعالیت خود را آغاز کرده است. او در سریال‌هایی مانند «وفا» در سال 1384، «روز حسرت» در سال 1387، و فیلم‌هایی مانند «عاشق‌ها ایستاده می‌میرند» در سال 1392 نقش‌آفرینی کرده است.,/content/drive/MyDrive/project/images/art_music_images/پوریا_پورسرخ_29_0.jpg
ژاله علو,art_music,ژاله علو، متولد 1 فروردین 1306 در تهران، بازیگر، دوبلور و گوینده ایرانی است که از سال 1327 فعالیت خود را آغاز کرد. او در فیلم‌هایی مانند «جنایت و مکافات» (1330)، «شب‌نشینی در جهنم» (1331)، «خواب‌های طلایی» (1334)، «آقای شانس» (1340)، «جهان‌پهلوان» (1345)، «پستچی» (1351)، «زیر پوست شهر» (1379) و «مهمان مامان» (1382) نقش‌آفرینی کرده است. علو در مجموعه‌های تلویزیونی مانند «هزاردستان» (1366)، «روزی روزگاری» (1370)، «مختارنامه» (1389) و «یادآوری» (1392) حضور داشته و به عنوان دوبلور در آثار متعددی فعالیت کرده است.,/content/drive/MyDrive/project/images/art_music_images/ژاله_علو_30_0.jpg
غلامرضا نیکخواه,art_music,غلامرضا نیکخواه، متولد 8 حمل 1327 در بوشهر، بازیگر ایرانی است که از دهه 1370 فعالیت خود را آغاز کرده است. او در فیلم‌هایی مانند «بخارست» در سال 1401، «فسیل» در سال 1399، «رحمان 1400» در سال 1397، و «طهران تهران» در سال 1388 نقش‌آفرینی کرده است. نیکخواه در مجموعه‌های تلویزیونی مانند «پرواز 57» در سال 1372، «مرد هزارچهره» و «بزنگاه» در سال 1387، «دنگ و فنگ روزگار» در سال 1398، و «صفر بیست و یک» در سال 1399 حضور داشته و در مجموعه‌های نمایش خانگی مانند «جوکر 2» و «اکازیون» در سال 1403، «نیسان آبی» در سال 1400، و «قهوه تلخ» در سال 1389 بازی کرده است.,/content/drive/MyDrive/project/images/art_music_images/غلامرضا_نیکخواه_31_0.jpg
پروین‌دخت یزدانیان,art_music,پروین‌دخت یزدانیان، معروف به بی‌بی مجید، متولد سال 1306 در نجف‌آباد، بازیگر سینما و تلویزیون ایرانی بود که از دهه 1370 تا 1390 فعالیت داشت. او در فیلم‌هایی مانند «شرم» در سال 1370، «صبح روز بعد» در سال 1371، «نان و شعر» در سال 1372، «خواهران غریب» در سال 1374، و «شب یلدا» در سال 1379 نقش‌آفرینی کرد. یزدانیان همچنین در مجموعه‌های تلویزیونی مانند «قصه‌های مجید» در سال 1370، «دبیرستان خضرائ» در سال 1374، و «تصمیم نهایی» در سال 1380 حضور داشت. او برای بازی در «صبح روز بعد» دیپلم افتخار بهترین بازیگر نقش دوم زن را از یازدهمین جشنواره فیلم فجر دریافت کرد. یزدانیان در 5 حمل 1391 بر اثر آلزایمر در نجف‌آباد درگذشت.,/content/drive/MyDrive/project/images/art_music_images/0_92_پروین‌دخت یزدانیان.jpg
